Unnamed: 0,Nama Pelanggan,Produk,Ulasan,Rating,label
777,F***r,Meja Rias Minimalis / Meja Belajar / Meja Kantor / Meja Kosmet,"penempelan nomor di kayu banyak yg lepas, mungkin saat melakukan packing, proses simple ambil barang langsung di toko tidak terlaksana karena admin nya berbeda dengan yan...",3,0
201,Deby,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Cakep tp pintunya agak miring,5,1
778,Wawa,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"order pertama kali dan langsung kecewa, barang sampai tp kondisi packingnya ada lubang entah salah dari toko atau ekspedisi krn memang hari raya jadibdimaklumi. tapi tern...",1,0
202,L***f,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,bagus,5,1
783,Indra,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Bantalannya sobek,3,0
205,M***h,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Walaupun ada beberapa bagian yang agak kurang sempurna, namun secara fungsi dan tampilan, masih cukup baik.",4,1
786,J***h,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"Ada bbrp cacat di produknya : karet pegangan robek, besi ambalan penyok.

Wajar sih kl robek dan penyok, krn material besi dan karetnya ngga tebal. 

Checkout tgl 1, dite...",3,0
206,H***o,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,Agak bagusan sih,4,1
789,Biggy,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"-Instruksi kurang detil bkin salah pasang, krn lubang buat baut stopper pintu ga jelas posisinya
-brang ada yg kotor/noda
-papan bag blakang tipis skali, jd aga meleot da...",2,0
791,ari,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,1,0
207,H***o,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Banyak baretanya,4,1
792,Ridwan,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"barangnya jelek tipis. dipake sebulan udah rusak. engselnya lepas, bengkok. kayu penyangga sepatunya melar.",1,0
208,H***o,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Banyak baretnya,4,1
794,Agung,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,respon penjual lambat sekali,3,0
209,Dino,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,biasa aja sih...,5,1
797,D***y,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,sudah terpasang..hanya saja kurang 2 baut,3,0
210,Sandy,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Sesuai dengan dekripsi, mudah pemasangannya dan cepat pengirimannya. Terimakasih Homedoki... Terimakasih Toped...",5,1
211,N,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Barang Bagus & Kwalitas
semogarezekilancarjaya",5,1
806,Hendra,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,plat besi agak tipis,3,0
212,Muhammad,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,pesen instan beneran itungan jam barang sampe,5,1
808,Y***n,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"tangga tidak kokoh. berat badan saya 61kg, baru satu kali pakai sudah penyok bagian step nya.",3,0
213,H,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"BARANG SDH DITERIMA...ADA BAGIAN LACI PECAH, GUMPEL DAN RETAK...AGAK KECEWA JUGA SICH...",4,1
812,andreas,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,pintu rak kurang bagus,3,0
214,sabrina,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,super susah rakitnya... tapi worth it,5,1
824,D***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"barangnya ga kuat, sudah rusak baru pemakaian kurang dr 1 bln",1,0
845,mohammad,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,kalau lecet masih bisa di maklumin tapi ada tambalan di sisi mejanya udah kayak ban saja,2,0
216,Eka,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"mantapp sih mejanya,,rakit gampang",5,1
217,Fransiskus,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"barang sesuai pesanan, pengiriman bikin kaget, cepet banget. seller helpful, tengah malam pun respon cepat. muantep",5,1
846,i***q,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"disisi2 meja ampir semua ngelupas, barang sempat nyangkut di semarang terutama mijen ga rekomended pakai jne, saya sempat kesana barangnya di lempar2 dan yg nyariin baran...",3,0
218,Nandy,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5,1
848,Muthia,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"ada bagian papan yg sedikit patah, kondisi kardusnya juga banyak yg sobek",3,0
856,michael,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Tidak ada ulasan,1,0
219,M***z,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,plat agak tipis tp ok rangkanya cukup kuat untuk taro brg2,5,1
861,ranu,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kalau dibanding kualitas sama harga nya, biasa aja sih",3,0
222,H***i,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Bagus, kokoh,.. perakitannya juga gampang.",5,1
873,R***n,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Baut panjang kurang 1. Sayang sekali, las-an antara rangka besi tidak full. Karena sbgn besar kekokohan tergantung dr itu. Ad bbrp lubang yg tidak presisi, jd hrs ""di...",3,0
223,H***i,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"Bagus, walaupun perlu sedikit berpikir untuk merakitnya karena tidak ada buku petunjuk pemasangan dan yang di video yt sedikit berbeda perakitannya.",5,1
224,I***m,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Bagus, respon penjual bagus saat ada customer yg complain",5,1
874,D***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,ga suka sama pelayanannya . thank you,1,0
875,R***y,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"kwalitas jelek,skali pakai(isi sepatu)pengait raknya pada lepas",1,0
225,I***m,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,Bagus,5,1
881,Yoni,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,kurang 1 mur unt salah satu kaki kursinya. dan gak *** harus cari dimana akhirnya kursi enggak kepake dan saya buang.. mohon maaf yahh.. 🙏🙏,3,0
226,I***m,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Mantab,5,1
227,Evi,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"pengiriman cepat, barang sesuai deskripsi, lumayan muat byk.  Harga sesuai",5,1
898,A***u,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Ada part yg kurang. Di chat berkali-kali bahkan berhari-hari menunggu. 
Tp balasan berbelit-belit.",1,0
228,Junaidi,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"rak cantik, bahannya kokoh dan berat. pemasangan dapat dilihat di instruksi. pengiriman aman dan barang sesuai deskrpsi",5,1
908,Stas,Meja Gaming/Meja PC/Meja Kantor/Meja Belajar/Meja Permainan Komputer,"completely mismatch of the product with the ad, different color, different shape, different thickness of the table material, disgusting",1,0
919,Y***a,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Tidak ada ulasan,1,0
229,Junaidi,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kursi estetik, cocok untuk kursi belajar dirumah. kuat dan pemasangan mudah",5,1
920,Yuliana,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,Tidak ada ulasan,1,0
230,Junaidi,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"rak ini sangat value for money, dapat digunakan untuk simpan pernak pernik dikamar. respond penjual juga cepat dan pengiriman cepat",5,1
231,T***d,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Mantap barang sudah sampai dengan aman,5,1
926,D***k,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sampai dengan cacat,2,0
932,Briliantoro,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,ujung meja sompel,1,0
233,Judaz,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"concern utama di ketebalan bahannya yg lumayan tipis, mungkin < 1mm, dan terkesan ringkih. 

pemasangan gampang, bisa dilakukan sendiri. setelah jadi sempet dibuat mai...",4,1
941,U***l,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,saya gak tau masalah nya dimana tapi setelah nunggu lebih dari 2 minggu. ternyata barang nya juga tidak sampai tangan saya. sangat kecewa  .,1,0
234,A***y,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Barang ada yang patah tapi overall masih bisa dipakai,4,1
235,Emilys,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,Sales service good,5,1
942,U***l,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,saya gak tau masalah nya dimana tapi setelah nunggu lebih dari 2 minggu. ternyata barang nya juga tidak sampai tangan saya. sangat kecewa  .,1,0
237,Satrio,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,materialnya lumayan bagus.. ok lah utk camping.. gak terlalu berat,5,1
948,Jacky,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"Meja goyang, panjang kaki meja sedikit tidak sama.",3,0
239,N***a,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Bagus bangkunya, lumayan enak buat duduk, rakitnya juga gampang.. Thank you seller",5,1
951,MASAHIRO,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,Tidak ada ulasan,1,0
241,Isnaini,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"bagus kokoh, semoga awet..",5,1
954,Warung,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,agak ringkih,3,0
955,Ari,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,2,0
242,I***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Pintunya gak ada penahannya, terpaksa dikaretin biar nutup. Kalau gak dikaretin ngebuka sendiri. Sedikit kecewa.",4,1
971,W***e,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Udah dirakit tapi kok ga sesuai sama yg difoto ya, sampe manggil tukang loh buat ngerakitnya :) barang aslinya ga sama kaya di foto, jd keliatan biasa bgt ni rak tv. Ga k...",3,0
243,m***d,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"penjual ramah fast respon. 
barang sesuai deskripsi",5,1
974,Feryan,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"Review terobjektif yang akan kalian baca:

1. Barang sesuai dengan foto
2. Kwalitas material baik dan sepadan harga
3. kerapihan material 8/10 (masih terlihat sebagian te...",3,0
244,Fikri,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,bagus..,5,1
975,J***y,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"ternyata bareng tiruan, sambungan rangka beda dengan foto. rak bagian bawah skrup""an-nya ga bener, sangat ringkih",3,0
245,k***a,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,bagus. pengiriman cepat. bahan ok dari baja ringan. namun papan agak tipis,5,1
977,Yee,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,barang sampai rusak,1,0
246,esa,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"packing sangat aman sekali, perakitan terbilang tidak terlalu susah cuma membutuhkan kesabaran. barang sesuai dengan ekspektasi, tanpa ada kurang atau cacat satupun, pela...",5,1
247,P***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Barang lama sampai dan setelah saya buka mau pasang ada yang retak, kemasannya cuma kerdus jadi kurang aman😭😭",4,1
980,Soemantri,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",susah pasang.. ditny ke toko ga ada solusi.. akhirnya sewa tukang buat pasang. kluar uang 2x,2,0
248,Y***s,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Semoga awet,5,1
982,anita,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"gak kokoh katanya kuat dinaikin 55 kg aja langsung meleot, nyeselll banget beli tangga ini",1,0
249,A***i,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Admin responsif, kualitas sesuai harga, kokoh jika sudah dirakit, pengiriman express.
terima kasih.",5,1
984,z***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Desain bagus, pas beli, rakit & pakai berkajan baik. Setelah 2-3 bulan rusak karena engsel & papan tidak kuat (engsel pendek sehingga gampang goyah, bahan rapuh &...",2,0
995,Cappy,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Pesan 6 kursi , 1kursi putih pecah, respon penjual super duper lelet, minta video unboxing 2x, pdhal pas klaim di tokped sudah di kasi. 
Yg ganti klaim sy adlh asuransi d...",1,0
250,R***a,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,kereeen abis,5,1
998,Biggy,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"- Petunjuk sangat tdk jelas, tulisan sngat kcl, blurrred ga kbaca, potongan2 rakitan ada bbrapa yg tdk ada kode nya. Pokoknya bkin frustrasi dan makan waktu! Pdhal sy sdh...",2,0
252,M***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"barang sesuai deskripsi, pengemasan bagus dan pengiriman juga cepat. kedua kalinya belanja disini puas banget.",5,1
253,Fauzie,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Barang sampai dengan aman dan cepat. Terima kasih,5,1
1003,R***o,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"lemarinya tidak teralu kokoh. pintu tidak bisa menempel dengan pas. penjual pasti nanti akan menjawab silahkan di chat apabila ada kendala, padahal kalau di chat akan dij...",1,0
254,Andiwan,Meja Belajar Lipat / Meja Lipat Portable / Meja Kantor / Meja Kerja,"kualitas barang sangat bagus, recommended pokoknya.",5,1
1004,s***e,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"Warna tidak sesuai gambar, skrg barang blm di rakit, semoga pemasangan mudah & ga ribet",3,0
1008,A***i,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,papannya tipis sekali,3,0
255,Andiwan,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kualitas nya cukup bagus, seller juga ramah, recommended",5,1
1016,Marselin,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Tidak ada ulasan,1,0
256,Yudi,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,barangnya bagus... kuat kokoh dn presisi,5,1
257,Taufan,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,barang cukup oke dengan harganya,5,1
1017,fira,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Tidak ada ulasan,1,0
258,S***n,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Barangnya cukup bagus dan pemasangannya juga mudah,5,1
1022,Irwan,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,untuk barang sih lumayan.. cuman masalah di pengiriman.. pembelian tgl 6.. baru sampe tgl 21.. itu pun datang nya 1 per 1 ntah dimana yang salah nya apa di penjual atau d...,3,0
1023,D***i,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,Kecewa Parah,1,0
259,Rico,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"paket aman,cpat prosesnya,pemsangan mudah..smga awet",5,1
1024,Rocky,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"Sparepart bagian penting tidak ada, penjual slow respon menanggapi masalah dan terkesan menghindar, hati2 di toko ini",1,0
260,Agung,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"overall good, baut kursi kurang",4,1
261,H***u,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,barang diterima sesuai pesanan👍,5,1
1025,Jeffrey,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Pengiriman lama sekali, dan barang hilang/tidak sampai, kesalahan kurir, sudah komplain masuk resolusi, sudah investigasi, tapi dianggap sudah terima dan transaksi disele...",1,0
262,Salman,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Bagus. Kokoh. Tebal,5,1
1026,Jeffrey,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Pengiriman lama sekali, dan barang hilang/tidak sampai, kesalahan kurir, sudah komplain masuk resolusi, sudah investigasi, tapi dianggap sudah terima dan transaksi disele...",1,0
263,Claudio,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Sesuai dengan deskripsi, Instalasi mudah, namun sticker penanda part tidak jelas, 
Produk sesuai ekspektasi",5,1
1030,yuni,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,"Tidak cek part sebelum kirim, skrup tdk ada akhirnya laci tidak jadi. Penjual juga tidak respon sama sekali!",2,0
264,P***a,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"barang sampai dgn lengkap, sesuai di foto, pengiriman cepat 👍🏻 merakitnya juga mudah.",5,1
1036,Rudy,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Tidak ada ulasan,2,0
265,M***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"kursi sesuai deskripsi, barangnya bagus, pengemasan juga bagus dan kirim cepat. sore pesan dan dihari yang sama yaitu malam ( setelah Isya sudah sampai).puas belanja di s...",5,1
1037,Asa,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,kemarin awal dateng cuman dateng dudukannya... komplen terus cuman dateng kakinya..eh pas baut2nya sampe saya disuruh bayar ongkir paketnya 🤣😭🤣😭🤣😭🤣😭🤣😭 kualitasn...,3,0
266,Radhitya,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"worth banget, produk cakep, baut lebihannya banyak, jd gak takut ilang deh baut²nya. 

instruksi perakitannya minimalis banget, tp karena udah biasa rakit, udah biasa gw....",5,1
1045,Ricky,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"nyesel belanja disini, barang d kirim rusak, malah saya jadi ribet sendiri urus2 barang, sampa bayar ongkir lagi, dan respon sangaaaaaaaaaat lambat dan seolah dont care s...",1,0
267,Isanila,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"bagus, besar, kokoh",5,1
1046,henry,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,barang yang di kirim banyak gompelnya.. packing nya kurang bagus...,3,0
268,Isanila,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"bagus, kokoh bahannya. tdk melendut",5,1
1048,S***i,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"barang banyak yg lecet,
pengiriman super lama,
tidak sesuai estimasi waktu pengiriman,
penjual mesti di ajak berantem dulu baru ada respon...¡!!!",1,0
269,Defi,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,bagusssss worth lah pokonya,5,1
1055,T***s,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,3,0
1067,Ary,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"mending beli yang agak mahal, ini cuma getar² doang.",2,0
270,Kinan,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Pengiriman cepat. Raknya bagus. Kecil dan ramping. Cuman sayangnya dibagian pintunya gak simetris jadi kalo ditutup kurang ena dipandang aja cuman masih oke lah..,4,1
1068,LIE,Meja Kantor Dengan Laci/Meja Kerja Kayu/Meja Belajar/Meja Komputer/PC,Barang tidak sesuai foyo,2,0
271,Merlion,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,210k pas diskon,5,1
1070,Ikbal,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,2,0
272,joko,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,all good. tetapi ada beberapa lubang yg tidak pas.,5,1
273,Karel,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"produk sesuai dengan deskripsinya.
tp yg bikin heran toko ini mau lho kirimin baut2 yg kurang sampe 2x kirim.
sukses toko nya",5,1
1071,Ricky,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Barang hilang tidak sampai tujuan,3,0
1074,W***y,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,3,0
274,Lintang,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Rasanya kurang solid, tapi yaa mungkin karena harganya ekonomis juga ya hehehe.",4,1
1076,T***e,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"katanya barang sudah tiba,gak sempat terima keburu mudik🙈",2,0
275,Lintang,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Mejanya kokoh. Saran si pakai kurir toko saja untuk mengurangi risiko barang rusak saat pengiriman,5,1
276,S***y,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,Ternyata ukurannya lebih kecil dr pada di foto. tp kualitas lumayan bagus. model unik dan menarik.,4,1
1077,D***y,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Barangnya mantep bagus ,kuat,ngerakitnya gampang ada petunjuknya
Cuman adminnya lupa kasih srub baut dan lain2 jadi harus complain dulu 
Pesen dari tgl 5 april ,selesai d...",3,0
1079,Rakhmad,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,Barang tidak sampai tujuan. Sampai menunggu 2 minggu untuk bisa refund dana.,2,0
277,M***r,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Bagus, barang lengkap, utuh tanpa cacat.",5,1
1081,A***a,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Pengiriman JTR emng lama, pas unboxing kondisi styrofoam berantakan seperti di foto, dan meja banyak rusak bagian sudut, jika kondisi seperti yg saya terima masih lebih b...",2,0
278,Tata,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"bagus anak sy suka ..bgt Krn nyala 
pelayanan toko nya bagus  recommended",5,1
279,sigit,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,mantab,4,1
1082,Yulia,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,barang hilang,1,0
1083,Yulia,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang hilang,1,0
281,T***o,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Baguus, value for money",5,1
1084,Alam,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Tidak ada ulasan,3,0
282,Suryadi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"bagus, pasangnya jg gampang",5,1
283,Fendik,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,thanks,5,1
1087,b***o,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"JNE trucking bermasalah, mulai dari pengiriman yang lama karena salah rute, dan pas dateng barangnya salah. Coba complain tidak ada tanggapan dari penjual dan tidak membe...",1,0
284,Y***s,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,produk sesuai pesanan dan deskripsi.,4,1
1092,Kris,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"pengiriman cepat

waktu datang nyala dengan baik tp barang ini kan sering kena air akan tetapi tidak anti air sehingga mudah rusak",3,0
285,L***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"mksih seller paketan udh dtng tp blm dibuka moga barang mulus tdk kurang suatu apapun,mksih jg buat bpk kurir yg baik hati dan Toko Pedia moga sukses sll buat semuanya🙏",5,1
1093,s***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,seller tidak responsif packing ngasal. produk ada cacat sedikit. dan parahnya pengiriman lama 2 Minggu lebih,3,0
287,Dino,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,lumayanlah daripada lumanyun...,5,1
1094,K***s,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Titip bintang 1 buat JNE. JNE sdh 2 kali SUPER LAMBAT SEKALI. SANGAT MENGECEWAKAN. Barang bagus & penjual juga tdk ada masalah. Cuma memang sumber masalah nya di JNE....,1,0
288,Wiryawan,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,mantabbss!!,5,1
