Nama Pelanggan,Produk,Ulasan,Rating
Harry,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"sesuai pesanan, packing aman, ga perlu rakit, cepat sampai. Recommended toko, recommended kurir",5
B***g,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"bagus, semoga awet.",5
M***d,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"desain bagus, kokoh, lipatan praktiss",5
Lukman,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"mejanya baugus, cuma pengiriman sangat lama",4
rahman,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"bagus sesuai yg ikilankan,toko nya respon,terimakasih,pengiriman nya cepat",5
Y***a,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"sesyai ekspectasi, petunjuk perakitan cukup jelas. walaupun effort juga. 2 jam baru kelar hehehe",5
Junaidi,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,"bagus pas semuanya, ga perlu modif modif. 
ada cacat sedikit di rangka tapi ga papa.. overall bagus",5
Isnaini,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,bagus kokoh mudah rakitnya cakep! rekomendasi bgt ini ya,5
M***M,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Keren barangnya, buat pasang mur pun dikasih 2 tipe obeng, jadi bener2 gk perlu nyiapin apa2, tinggal bongkar dari dus dan rakit, panduannya juga mudah",5
h***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"ada part yang lapuk, pelayanan penjual tidak memuaskan, part ada yang kurang",2
f***s,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang sesuai,",5
d***e,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"barang bagus pemasangan mudah tapi ada lecet dikit, over all oke sih",5
n***n,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Produk sesuai,
responsive seller dan pengiriman cepat..👍
Terimakasih 😊🙏🏻",5
Lestari,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Barang sesuai pesanan bagus , mksh ya responnya baik",5
Ibem,Homedoki Meja Makan Minimalis /Meja Cafe / Dining Table / Meja Belajar,dgn harga segini ya dapet kualitas seperti ini sih oke,5
R***D,Homedoki Meja TV Modern/Lemari TV/Rak TV/Meja TV Kayu/TV stand kabinet,"Kualitas barang tidak bagus, barang diterima kayu sudah terkelupas dan beberapa part kayu pinggirannya penyok. penjual tidak menerima claim pergantian barang, kapok beli...",1
Y***n,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,bagus bentuknya dan lama masangnya...............,5
n***i,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,good,5
n***i,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,good,5
R***y,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"barangnya bagus, tapi saya ada bagian-bagian yang tidak pas lubangnya, bukun panduan kurang komplit tata caranya dan komponen-komponennya,",3
Adi,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"honestly, barang nya bagus, cukup lega sebagai storage...hanya assembly guide nya saja tidak terlalu detail, cukup challenge jg ngerakit nya...
overall, all good

thanks...",5
v***s,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,barang cepat sampai respont penjual cepat dan ramah....Awalnya smpet bingung cr pasangnya...bgtuh belajar dr youtube cara pasangnya ternyata mudah bgt...keren dan kokoh ....,5
B***i,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"Meja sesuai deskripsi, pengiriman lumayan cepat, recommended",5
Nata,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Seller bertanggung jawab atas kekurangan item,5
D***i,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Mudah rusak,1
D***i,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Mudah rusak,1
Ruli,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,5
R***h,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sssippp mantap kokoh juga.... masangnya mudah... instruksi jelas.... recommend seller...,5
Adri,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"Barangnya baik tidak ada yg cacat. Tapi
Customer service nya bisa lebih baik lg dan ditingkatkan",3
Ferdy,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,mudah dirakit,5
Alim,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"material bagus, pengait antar papannya nilai 7 dari 10. Gantungin pake scrup langsung unitnya ke tembok, agak repot",5
MATORI,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mejanya ok banget...sangat cocok untuk menemani anak belajar dan anak jadi betah belajar lama dengan meja tsb. pokoknya recomnded banget deh. tq,5
Ayu,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Mejanya bagus👍😊 cukup kokoh,5
endang,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"alhamdulillah keren banget sesuai gambar   worth it dg harga segitu. thanks Seller, good product n service",5
p***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5
Abdirrasyiddin,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"fast respon, seller ramah... rekomended",5
A***d,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,pas ngerakit bnyk titik yg ga pas.,4
N***y,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"material bagus. Hanya saja stlh dipasang perabotnya agak goyang karna mungkin kakinya tdk rata. hopefully jika sdh ada barang, goyangannya berkurang.
Baut sempat ada yg k...",4
j***r,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Rakitan tdk susah. Rak lumayan bagus, sesuai harga yah. Murmer. Tks tokped dan seller...",5
Guest,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"-respon baik. 
-pengiriman cepat. 
-sesuai pembelian/difoto.
-packing OK. 
-kualitas barang bagus/OK.
🙏👍",5
l***i,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"pengiriman cepat, packaging oke. mohon maaf menurut saya materialnya agak kurang oke.",4
l***i,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"kursinya oke, sesuai deskripsi, pengiriman super cepat",5
Eko,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"pembelian ke dua dan langsung dua. Alhamdulillah barang diterima lengkap dan dapat dirakit seperti sebelumnya. terimakasih seller, insyaallah kalo harga masih bersaing ba...",5
S,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,Top.. Bgttt,5
Benni,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Pengiriman cepat, kualitas material biasa aja (papan dekstop nya tipis dan kaki besi nya cenderung leyor)",3
M***d,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Respon toko cepat begitupun proses pesanan, namun kualitas produk kurang memuaskan. Hampir semua siku rangka meja seperti di las sejadinya (seperti di gambar), sangat dis...",3
Firman,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"barang datang tepat waktu, dengan harga segitu ya masih oke lah",4
Adwin,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Ada beberapa kurang presisi, jadi sulit dalam pemasangan... sampai ada yg harus saya potong",4
Bintang,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,"kuat, tebal, kaki agak tajam sedikit tapi amanlah..",5
S***l,Meja Belajar Lipat / Meja Lipat Portable / Meja Kantor / Meja Kerja,mtp bgs skl,5
Audira,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Kualitas kurang bagus, kursi letoy, pengiriman lama bgt. Murah si tapi ya murahan hehe",1
nidam,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,respon ok.. proses cepat.. barang bagus..,5
Audira,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Pengiriman lama, kualitas gak bagus, meja letoy, banyak bompel pecah pecah.",1
T***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,ada beberapa bagian yg patah dan penyok,4
R***I,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Barang sampai, packing rapi, cuma papan meja paling atas agak lengkung, terus lubang baut di kayu terlalu kecil murnya kegedean, jadi kalau di paksain kayunya retak harus...",4
F***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,bagus.,5
Adi,Lemari Kabinet / Lemari Kayu / Lemari Kecil / Lemari Multifungsi,Lemari gampang dirakit Harga oke banget,5
Andi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"1. pengiriman cepat kalo pake ninja express, sesuai waktu yg dijanjikan
2. ada lecet dikit di pojokan
3. kurang mur untuk bautnya
4. untuk proses packing kaki atau duduka...",4
Jakarta,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,2
Zainal,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,Kualitas mantap packing aman dan mudah di rakit,5
M***d,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,sesuai deskripsi,5
M***d,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sesuai deskripsi,5
Hendra,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,pengiriman dari kurirnya lama sekali. pelayanan dari penjual sangat membantu,3
J***a,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Bagus dan murah… walaupun lacinya gak ngepas masuknya 😅,5
Gabriella,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"rak nya bagus hanya kurang panjang ,gak cukup buat sepatu uk 40 jadinya hanya muat 1 pasang aja.",4
Dedi,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",sekrup dan baut tidak ada...,1
Anindia,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"mudah dipasang
bentuknya cantik, tapi agak kecil untuk dewasa
lampu bisa nyala, tapi gak terang dan susah on off nya",4
Galih,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Saya akan mereview ini dari positif dan negatifnya.

Pertama tama, Cat pelapis nya kurang bagus dan bahan utamanya tipis jadi ada kemungkinan agak sedikit melengkung bila...",5
Aleksandr,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Nice and easy install, also very cheap. But table top is very vulnerable, even slight impact causes scratches and marks. Also tabletop has very sharp edges",4
A***y,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"Masih blm di buka dan belum di rakit.
Semoga awet",4
Audy,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"Masih blm di buka dan belum di rakit.
Semoga awet",4
A***a,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,lebih dirapikan lagi packingnya,4
Yanti,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,cukup bintang yg berbicara 😁,5
Kendra,Rak Buku Kayu / Rak Buku Laci / Rak Buku Multifungsi / Lemari Rak Buku,"mohon packingnya diperkuat..brg nyampe dalam keadaan kardus ,dan banyak yg sompel di ujung..untung ngak ada yg patah...overall brg bagus dan tidak mahal...terima kasih",5
P***i,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"sesuaii spekk yang dimau, bahan kuat",5
Matasillaw,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Proses cepat layanan baik kualitas produk sesuai deskripsi dan gambar,5
H***a,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"Begitu barang sampai, dibuka pinggiran coffee table sudah hancur yang otomatis tidak dapat digunakan. Ketika complaint ke penjual ngotot barang ketika dikirim dalam keada...",1
Cecep,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"seller gercep. model nya bagus.
barang sesuai deskripsi.",5
Leonardi,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,barang ok sesuai order,5
Sri,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,"blm coba fibongkar pasang,, semoga bagus dan sesuai harapan",5
Sri,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"produknya bagus, harga relatif terjangkau, packing aman, produk diterima dg baik",5
L***o,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Respon cepat .. pengiriman ok .. mudah2 an awet .. 🙏👍👍,5
A***t,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,bagus. suka sekali. presisi,5
R***y,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,"Penjual sangat komunikatif dan barang telah kami rakit, selesai, siap di gunakan tanpa masalah n tanpa komplain dari saya",5
Dika,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,good quality,5
Russian,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,copot terus,2
Deni,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Pas cocok recomended, minimalis.",5
Johan,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"kurang lengkap, laci tidak ada penutup, somplak pintu depan",3
Daniel,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Ehmm,3
myesha,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"kereeennn, pengiriman cepat, kooperatif, 2x belanja dsni",5
Raden,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,tolong diperbaiki ya.   mungkin toko OK.  namun dipengirimannya belum OK,1
Djoko,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,-,5
R***n,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,"terima kasih ada barangnya. 

namun lama sekali datangnya barang

beberapa ruksak",1
f***n,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"kode buat pemasangannya cuman ada dikit yg ketempey kode jadi lama pasangnya,harus nyocokin",3
Rangga,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Bahan berkualitas,5
faris,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,lumayan lah bahannagaj tipis,5
Sindy,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"merakitnya agak susah krn instruksinya burem..jdi ada bbrp part yg terbalik pasang..
ada 1 bagian yg somplak jga,,cuma bgitu terlihat dri jauh..
hasil akhirnya bagus..
th...",4
Marcel,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Bagian laci2 tidak sesuai, bagian laci pertama dr atas dan laci kedua hanya panjang setengah bagian saja. Lantai laci hanya dr bahan karton. Penutup bagian belakang dr ba...",1
Eko,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,material okay gan dengan harga yg kompetitif. bakalan repeat order ini mah. adminnya juga komunikatif.,5
N***a,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"barang sesuai pesanan
pengiriman cepat
packing lumayan rapih
bantalan kursi agak kotor sedikit
cara pasang / manual paper nya tidak ada.hanya andalkan dari instruksi gamb...",4
s***i,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,sesuai barangnya,5
S***i,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,"Desain nya bagus, bahannya juga bagus, kapasitasnya juga menurut ku lumayan banyak.",5
S***i,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Alhamdulillah barang sudah sampai dan bagus, namun untuk panel belakang dan triplek alas laci nya, tidak ada. Apakah bisa di kirimkan lagi untuk kekurangannya. Sofar untu...",4
Anestasya,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Kaki meja rusak.. gk bisa dipasang.. gk nempel,1
Y***s,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,sensual pesanan,5
R***i,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"paket kursi sdh sampai kondisi baik, tks. seller",5
C***a,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Bagus. Beli ke 2x nya,5
H***y,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,meja nya bagus.. kokoh..,5
Bang,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,cepat dan baik pengirimannya,5
Kim,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",sesuai dan cepat. terima kasih.,5
Adi,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Sesuai dengan gambar,5
s***a,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,kualitas barang nya bagus,5
Hanna,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"materialnya bagus ya, kokoh, semoga awet, looove bgt <3",5
Rohanah,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,pengiriman nya tepat...bahan nya ok lah n cara pasangnya gampàng,5
alzevin,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,gak usah ribet2 buat kategori kalo pembeli pilih tapi dikirim tidak sesuai yang dipilih,3
Yanto,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Tidak ada ulasan,2
C***a,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Good,5
Star,Meja Rias Minimalis / Meja Belajar / Meja Kantor / Meja Kosmet,"Pihak Penjual sangat responsif dan nyaman, pengiriman juga aman, gambar dan produk sesuai, tapi memang ada harga ada kualitas, jadi untuk yang ingin aman perlu di amplas...",5
Star,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Pengiriman Oke, penjual juga responsif, dan produk cukup oke dan baik untuk anak anak, warna juga baik dan tidak norak, puas dan sesuai dengan harga, terima kasih :)￼",5
J***J,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Kwulitasnya lumayan.. sesuai harga.
Tapi, masih ada beberapa titik screw yang tidak center/pas sehingga pemasangan tidak bisa center.",5
ayodya,Meja kerja/belajar/komputer/laptop/desktop/studi dengan kursi gratis,Pengiriman cepat dan kemasan rapi. Meja sesuai gambar. Terlihat ringkih jd hati2 dalam pemakaian. Kursi ada patah di senderan tp msh bs dipakai tp ga bs di sender lagi kw...,4
Jonathan,Meja Kantor Dengan Laci/Meja Kerja Kayu/Meja Belajar/Meja Komputer/PC,Niceee,5
Ravi,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,pengiriman cepat dan barang aman. tampilan oke,5
Candra,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",banyak baut yang kurang,3
M,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Ada kendala saat pengiriman barang. Gagang laci tidak ada dalam paket namun sudah dikirim kembali oleh penjual. Saat pengiriman terjadi benturan yang menyebabkan ujung le...,3
E***n,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,oke banget,5
a***d,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,.,2
P***n,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"plus: gampang menyusunnya (total 15 menit). instruksi jelas. komponen lengkap bahkan diberi ekstra. lubang-lubang yang ada presisi-nya baik, kecuali ada satu di papan ata...",5
R***a,Laci Dorong kantor/Rak Arsip Berkas Kantor/Lemari Laci/Filling Kabinet,Packing bagus. komponen ga ada yg kurang dan merakitnya cenderung mudah.,5
R***a,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,Packing bagus. komponen ga ada yg kurang dan merakitnya cenderung mudah,5
Iwan,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,gampang pasangnya presisi... semoga awet,5
z***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"bagus, sesuai harga, waktu masang agak keribetan, soalnya penjelasan di kertas sama di video nya kurang banget, tapi udh di padang bagus, walaupun awal duduk ngeri gitu,...",5
g***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"beli meja sma kursi, kursi dtg waktu meja udh sampai namun orderan sudah otomatis selesai dari tokopedia. Gaada foto kursi nya soalnya yg buka karyawan kantor. Tapi kursi...",1
Pricilia,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"Pesanan datang langsung dirakit.... hasilnya keren👍👍👍

Pelayanan toko juara👍👍👍",5
s***n,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,Seller recommended strong packaging fast respon good quality produk and satisfy. So...,5
Y***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mudah dirakit... cacat sedikit but its okay overall masih mulus,5
Budiardjo,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"besar, namun ada cacat dikit, namun okelah",5
Kusuraelan,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Kualitas sesuai dgn harganya, ngerakitnya butuh sedikit effort. Overall bagus 👍",5
Christina,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barangnya gak sampe ditujuan,dikomplain tidak bisa,kasih tuh bintang 7",2
E***y,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"ptoduk oke, perakitan mudah, pengiriman cepat 👍",5
Maya,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"kereeen bgt mejanya, sesuai di gambar. cepet sampai dan fast respon.
makasih",5
David,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,HATI HATI YANG MAU BELI. KOK BISA JUAL BARANG DENGAN KUALITAS SEHANCUR INI. BARU KALI INI BELI BARANG TERUS LGSG DIBUANG,1
e***s,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,Tidak ada ulasan,5
iskandar,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,barang sesuai harga.....,5
radian,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5
M***d,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,Tidak ada ulasan,4
Y***s,Meja Rias Minimalis / Meja Belajar / Meja Kantor / Meja Kosmet,Meja rias sudah diterima dalam kondisi baik dan dirakit.,5
Y***s,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,Rak mesin cuci sudah diterima dalam kondisi baik dan dirakit.,5
ANDI,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Oke,5
All,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"oklah,masih jos,walaupun ada dent di pojok kanan👍",5
tava,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Packing pake karung doang banyak lecet, pesannya hitam putih, malah datang full hitam",1
argimas,Laci Dorong kantor/Rak Arsip Berkas Kantor/Lemari Laci/Filling Kabinet,"material bagus, pengiriman aman, perakitan mudah, udah beli kesekian..",5
argimas,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"bahan bagus, barang smpe dg aman, meski box y agak amburadul, perakitan mudah,seller fast respon",5
I***n,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Admin fast respon, barang sesuai dengan yg ada di gambar. Saran buat buyer kalo bisa pake instant aja supaya ngurangin resiko meja rusak pas di anter kargo.

Kalau jauh m...",5
Imam,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"belang, warna putihnya ga rata",3
Imam,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,baranf sudah terpasang,5
R***n,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,bahan bagus. perakitan mudah. cuma pengiriman agak lama di ekspedisi nya..  thank u seller,5
Ela,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Mksh kak walau ada yg patah,5
Rauful,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Terlambat sampai dari jadwal yang sudah ditentukan,5
R***l,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Terlambat sampai dari jadwal yang ditentukan. Sepertinya dari jasa pengirimannya.,5
N***s,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"perakitan mudah, untuk mejanya ok lah cuma styrofoamnya itu pada ancur jadi bikin bala setelah merakitnya",5
Lumine,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai",1
L***e,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai .",1
A***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Awalnya agak bingung ngerakitnya karena petunjuknya kurang detail, tp akhirnya jadi juga dan lumayan.. Semoga awet.. Trmksh",5
S***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"cukup puas, pengiriman aman, meja sama tinggi, tapi agak goyang saja. dipakai sebagai meja laptop sudah lebih dari cukup",4
Clara,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,pengiriman cepat. sesuai dengan gambar. ini sudah saya tempelin sticker ya..maka nya berbeda coraknya.. karena saya menyesuaikan dengan kitchen set dirumah,5
