Nama Pelanggan,Produk,Ulasan,Rating
Mhermanto,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Busa baik dan tebal, beda warna beda bahan, tapi gak masalah",5
F***F,Meja Kerja dan Belajar Hairpin Minimalis | MK13,mantap,5
Pijar,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,gud inaf,5
Ebi,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"barang tidak ada masalah, cm pelayanan yang bermasalah, admin mesti memperhatikan keinginan pembeli, komunikasi kurang bagus, pengiriman lama",2
T***n,Bantal Alas Duduk kotak busa rebonded sofa Minimalis - Culex,"bantalnya bagus,,empuk,,jahitan rapi,,packing aman..Terimakasih",5
Muhammad,Mattress Anti Sakit Pinggang Kasur Busa Gulung dan Lipat Rebounded Ser,Cepat sampai,5
Abdul,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"barang bagus,,cuman prosesnya lama dengan jasa kirim instan,,pesen tangal  29 dikirim tangal 30",5
Fayyaz,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Bagus, ukuran sesuai deskripsi. Tapi karena kaki-kakinya tipis begitu, permukaan mejanya bisa agak goyang-goyang ke samping (bisa agak menganggu kalau sedang geming di la...",5
Y***o,Bantal Alas Duduk Travesium Busa Rebonded Sofa Minimalis - Traves,Bentuknya seperti ini,5
Gerahadian,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"kualitas kokoh kayu nya dan tebal besi nya, sayangnya ada sedikit noda karat dan setelah sy buka plastiknya agak lembab, mungkin belum dijemur setelah dicuci/ dibersihkan...",5
t***n,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,bantalnya bagus. tapi lama sampenya,4
T***k,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"busanya padat, mudah mudahan ga kempes. ukuran sesuai request ke seller yang sabar mengikuti arahan buyer. sukses.",5
T***k,Tambahan Packing Kayu untuk JNE Trucking,bubble wrap nya membungkus rapi barang nya juga kardus packingnya,5
Wisnu,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Meja nya cukup keren.
Terimakasih Gan",5
Jati,Meja kerja / belajar / komputer / laptop square edition | MSB13,Kaki meja belum dilubangi untuk tempat pasangnya.. dan tidak diberi tanda arah pasangnya sehingga pemasangannya sulit,3
Abi,Meja Belajar dan Kerja Lipat Besi Minimalis Edition | MSB10,Sayangnya baut2 nya kuning biasa kalau stainless / chrome lebih bagus,5
l***y,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Pengiriman cepat karena dekat, barang dan material baik, pembuatan juga baik, pemasangan tidak susah overall baik",5
Rendi,Meja belajar tulis dan Laptop kayu minimalis - MSB11,product memuaskan,5
Naufal,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Barang biasa aja untuk kelas 200ribu, Tipis dan mudah jatuh sandarannya.

[PENTING!] Ga Banget sama Adminnya, Gaada tepat janjinya sama sekali. Gosend instant biar cepet,...",1
N***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Bantalnya lembut, enak dipakai gk panas juga",5
I***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"barang sesuai deskripsi, kokoh, simpel.
setelah terpasang....makin keren !

seller fast response, kurir cepet banget....

recommended bro !",5
Sidik,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"packingnya rusak dosnya smp lokasi, semoga isinya aman, blm sempat setting krn msh sering luar kota, semoga dalamnya tdk ada masalah",4
Sidik,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"kemasan smp tempat saya ancur dosnya, semoga dalamnya aman, blm sempat setting krn msh sering luar kota, semoga dalamnya gak ada masalah",4
Afandy,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"pengiriman ceoat, packing aman,.
barang sesuai diskripsi.",5
Kausar,Meja laptop belajar dan tulis kerja kayu premium edition,Packing sangat baik,5
Reza,Eleph - Meja samping - side table natural editions,"Finishing diperbaiki lagi ujung kurang rapi, baut2 di kaki tidak rapi",3
ZUBAEDAH,Meja Kerja dan Belajar Hairpin Minimalis | MK13,pengiriman agak lama,3
A***y,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Mudah dipasang walaupun kaki besi agak tidak rata untuk disambung ke meja,5
R***i,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Untuk harga segini sangat bagus. Sellernya juga ngebantu banget pas ditanya tanya panjang lebar soal perbedaan tipe tipe meja. Catatan sedikit, meja agak goyang dikit sep...",5
Listiani,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"packing aman, barang sesuai deskripsi",5
Kang,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,Sip Barang sdah smpe dan sesuai expextasi 👍 Next order lgi🎉,5
S***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"kualitas bagus, namun warna nya kok di pelitur gelap. Harusnya ada pilihan warna di keranjang check-out.",4
Muhammad,KOTAK KARDUS KARTON LEMBARAN 60 x 40cm 3mm KEMASAN SINGLE POLOS BARU,mantap cepat dan sesuai,5
Asep,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,barang sesuai deskripsi terimakasih 🙏🏻,5
Mochammad,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"kayunya bagus banget, mulus. saran plat besi di atasnya pemasangannya mohon diperbaiki, agak goyang2 dikit, jadi sy custom. thanks",5
L***y,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"review jujur ya,topnya bagus cmn kakinya ga prrsisi keliatan di foto yah,overall lumayan lah",4
Beno,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,"Kualitas dan barangnya bagus 
Packing nya juga mantapp 👍  Ukuran sesuai Barang sampai dengan aman",5
N***s,Meja Hairpin Coffee Table Minimalis | MK27,"pertama kalinya beli meja online, hihi 
dulu pas di ngekos di cibiru, suka liat bengkelnya toko ini. akhirnya kesampaian beli produknya. mejanya sesuai deskripsi. packing...",5
dodo,Meja kerja / belajar / komputer / laptop square edition | MSB13,Tidak ada ulasan,1
y***i,Meja kerja / belajar / komputer / laptop square edition | MSB13,barang bagus semuanya lengkap.cepet bgt dtg nya.terimaksaih boss,5
Isobel,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"Happy bgt dgn hasil Justin bantal ini. Bikinnya rapih, quality bagus, seller jg cepat bales.",5
Dorkas,kursi / bangku busa minimalis cube edition - Andean,"Penjual ramah, fast respond, barang cepet sampai, blm lihat aslinya karena yg terima orang kantor,infonya bagus.",5
Bintang,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Mantaaapppp,5
A***s,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke Barang sampai dengan aman Warna sesuai Ukuran sesuai,5
A***s,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke Barang sampai dengan aman Warna sesuai Ukuran sesuai,5
A***u,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke Warna sesuai Ukuran sesuai,5
A***u,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Barang sampai dengan aman Harga oke Warna sesuai Ukuran sesuai,5
A***n,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,Produk bagus 👍👍👍👍,5
Satrio,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"barang bagus, packaging kurang baik karena ketika sampai kayu yang buat cover mejanya sudah pecah + gabusnya berserakan",3
Stefen,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"barangnya bagus en sesuai dg deskripsi ... plus lumayan kokoh 

hanya masukan saja mungkin kedepan bisa ditambahin sejenis busa atau karet dibag bawah besinya biar lbh em...",5
Heru,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Rumah Makin Cakep! 👍🏻 Cantik Bahan bagus,5
C***a,kursi / bangku / alas duduk bulat puff edition - Amapari,"Tidak simetris
Jalur jahitan miring2 dan kursi juga agak miring (tidak tegak lurus)
Tolong diperbaiki kualitasnya ya 

Kalau pengiriman aman dan barang sampai dg lengkap",4
X***X,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"produk bagus sesuai harga, meja agak goyang tapi ya sesuai harga",5
X***u,Meja belajar dan laptop minimalis | MK22,"Bagus, agak tipis tapi tetep solid, pinggir nya pake HPL lagi, bukan Edging. Masang emurnya bikin naik darah, saran saya punya obeng magnet,... Murah tapi tetep solid sih...",4
abdul,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"agak kecewa, mejanya goyang euy.",3
M***r,Meja kerja / belajar / komputer / laptop square edition | MSB13,"papannya nampak rawan, dan repot dipemasangan terlebih klo ga punya alat",4
A***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"finishing bagus...kl bisa untuk setiap pembelian kaki meja disertakan baut² nya..
tq",5
Attalarik,Meja belajar tulis dan Laptop kayu minimalis - MSB11,tapi mejasuka goyang goyang.,5
R***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"bagus kak dan kemasan ok banget thanks yaa 🙏🙏🙏
 Cantik Rumah Makin Cakep! 👍🏻 Bahan bagus",5
H***e,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Proses Kirim Lambat, 3 Hari dari tanggal bayar baru di proses kirim. Seller terlalu santai...",1
Siti,Stool bulat / kursi samping / bangku minimalis | STO04,"Harga oke banget,sayang  dr pemgiriman lama pake instan  tp nympe nya jadi 2 hr",4
M***d,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Tidak ada ulasan,2
A***n,Meja Hairpin Coffee Table Minimalis | MK27,Barang sesuai foto dan bagus,5
Andika,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"pengiriman on time.
packing bagus.
proses install relatif mudah.",5
Rike,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,mantaaapp bangettt!!! terimakasih yaaa,5
Tatiana,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,alhamdulillah bagus,5
petrus,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"kualitas bagus , packing rapih",5
Tk,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,busa mantap.  semoga awet.,5
Syaiful,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,tksh.  proses cepat kirim cepat..barang mantab,5
Orang,Meja Kerja dan Belajar Hairpin Minimalis | MK13,oke juga,5
IchanEchan,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,mantab Gan,5
Ari,Tempat Kartu Kayu / Wooden Card Holders / Nomor Meja | CH007,Seller kurang teliti. Salah kirim warna. Kualitas barang ok.,1
Riyo,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,"barang bagus enak di pake, sesuai dah",5
Heru,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Seller ramah dan fast respon, pengiriman cepat, produk bagus dan memuaskan sesuai deskripsi, recomended seller👍",5
Floaku,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,"Kursinya sudah sampai, kualitas nya bagus. rangkanya kokoh. kainnya lapisannya halus. busanya juga lumayan tebal. untuk harga murah, kualitas nya top bgt... Harus bintang...",5
Sunsun,2 layer coffee table / meja tamu / sudut minimalis | MS24,barang ok.. respon dan pengiriman cepat ..,5
Ridho,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,nyenah,5
S***y,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Barang sampe dengan aman, warna hitam bagus, tampan dan berani… happy banget bisa order di sini",5
Dwi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,5
listya,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Pengiriman lama, ternyata nda diVernis",3
S***i,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Rumah Makin Cakep! 👍🏻 Cantik Bahan bagus,5
Maulana,Meja Kerja dan Belajar Hairpin Minimalis | MK13,panjang kaki mejanya tidak sama,4
f***o,Meja Hairpin Coffee Table Minimalis | MK27,"setidaknya lgsg lobangin lh, mau gk mau carik bor lgi",2
Alexander,Meja Kerja dan Belajar Hairpin Minimalis | MK13,kualitas murah. Banyak lubang bor yang hilang untuk memasangnya dengan benar. Sekrup terlalu kecil untuk dipasang dengan aman. Penjual menyalahkan saya. Kaki logam terlal...,1
Zephyr,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,Warna sesuai Harga oke Ukuran sesuai Barang sampai dengan aman,5
H***s,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,thankyou barang sudah sampai. semoga awet,5
Nady,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Baru ngeh ya gais kalo reviewnya banyak yg complain perihal kaki meja yang tidak presisi, and as they said, it is! 1 kaki meja lebih pendek dari 3 lainnya so meja perlu d...",2
Jimie,Meja kerja / belajar / komputer / laptop square edition | MSB13,Lumayan walaupun gak ngeplak....,5
y***i,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Tidak ada ulasan,2
A***k,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"penjual responsif, proses order &  pengiriman cepat",5
Wahyudi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,meja nya mantap tapi sayang agak goyang² selebihnya oke,5
senji,Kursi kayu persegi panjang jojodog bangku Jongkok minimalis,Kualitas sangat bagus Harga oke banget. barang tiba dengan cepat dan aman. semoga tahan lama,5
Riky,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,mantap barang nya sesuai yg dipesan. kualitas sesuai harga. pengiriman aman. keren pokonya gak ada cacat. masih bau barang baru lagi hehee,5
P***k,Meja Kerja dan Belajar Hairpin Minimalis | MK13,gatau ternyata ga disediain baut :(,3
M***l,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Produk ⭐⭐⭐⭐
Pelayanan ⭐⭐⭐⭐
Pengiriman ⭐⭐⭐⭐⭐
Kesesuaian Produk dengan Deskripsi ⭐⭐

Jadi saya pesan yang varian 40x40x4cm, CREAM dengan berat yang tercantum tapi pada saat...",3
Y***i,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,mantap..walopun ada sedikit misskom dgn admin nya dan kurir gocarnya jutek banget kak..,5
Sarah,RION - Kursi lesehan sofa lipat folding busa rebounded edition,"Sudah pakai 2 hari, kursinya kuat banget, padahal badan saya tergolong overweight, tapi senderan nya tetap menopang dgn kuat. busa sofa nya juga nyaman dan empuk. kalau s...",5
Daenk,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,.,1
Y***a,Conju - Acrylic name card holder transparent box 2 layer - Supply.id,"Muat 2 kartu nama, nyampe dengan selamat ngak da yang retak retak",5
Harnindyo,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"Pesen yang ukurannya 70cm. Hasilnya bagus, rapih, dan halus, pilih yang natural. Texture kayunya juga bagus. Bakal balik lagi beli ke sini. Rekomen lah pokoknya",5
kreshna,Meja samping - side end table console editions,Berfungsi dengan Baik,5
Totok,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"Brg sesuai pesanan, respon & deliverynya cepet banget👍👍👍",5
Matthew,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"rakitnya gampang, papan mejanya flawless ga ada cacat, kakinya juga kokoh, sayang gw aja kurang pro rakitnya, mereng wkwkwk. overall bagus, makasiih.

cheers",5
Elan,Plat Siku L Besi Penahan Furniture Anti Karat - Citrus,bagu$ dan cpat kirimnya,5
Ucum,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"barang aman, cocok untuk meja PC mnimalis. barang cukup bagus",5
Edi,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"diterima dengan baik. sesuai dengan pesanan. 
Terima kasih",5
K***i,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Mantap!! sangat solutif sellernya, menjelaskan dengan baik dan sabar. Top top",5
A***o,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,mantab 👍🏻,5
D***a,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,packing rapi. barang sesuai keperluan.,5
Morris,Stool bulat / kursi samping / bangku minimalis | STO04,"Besinya siy koko, busa dudukan juga tebal empuk , hanya saja kaki kursi nya ujungnya sangat licin mudah terpeleset",4
Wahyudi,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,sesuai pesanan pavking bagus,5
M***d,Bantal Alas Duduk Travesium Busa Rebonded Sofa Minimalis - Traves,"bagus, sesuai yg diharapkan, busa rebounded yg agak keras, kainnya enak didudukin",5
s***m,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Kualitas produk bagus dengan harga yang terjangkau. Hanya saja, proses pengirimannya tidak sesuai ekspektasi karena ada opsi pengiriman instant, tetapi produk harus dibua...",5
Aucky,2 layer coffee table / meja tamu / sudut minimalis | MS24,sesuai harga 👍,5
f***o,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"meja sesuai ekspetasi, dan ada instruksi untuk pemasangan. pemasang tidak ribet sama sekali",5
R***i,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,Barang sesuai foto.  Kualitas OK. Warna navy.,5
H***m,Meja kerja / belajar / komputer / laptop square edition | MSB13,mejanya bagus. recommended,5
D***y,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,Good service👍👍,5
Kris,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Mantab kualitasnya. Cuma aga sabar nunggu dibikin kali ya, 3 harian",5
Danny,Meja Kerja dan Belajar Hairpin Minimalis | MK13,mantap.pemasangan sangat gampang dengan model yg elegan,5
Rangga,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"Barang oke,kualitas sesuai harga, mantap
cuman baut yg dikasih kurang bervariasi panjangnya jadi ada yg kurang dalam pas ngebautnya",4
A***r,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Barang sesuai pesanan. Kondisi baik tidak ada cacat. Seller jg responsif. Trimakasih.,5
Muhammad,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"good seller, good product, nice quality, semoga seller semakin sukses",5
Anay,Kaki meja kayu / wooden table legs lurus editions heavy duty | TL06,sayangnya gak dapet skrup,4
shinta,Meja Belajar dan Kerja Lipat Besi Minimalis Edition | MSB10,"dengan ruangan kamar anak saya yg kecil meja melajar lipat ini sangat praktis dan mudah dikemas utk dibawa kemana mana, anak saya suka",5
D***i,Meja Kerja dan Belajar Hairpin Minimalis | MK13,KELAZ PAKE JET,5
Reza,Meja Kerja dan Belajar Hairpin Minimalis | MK13,mantap,5
G***a,Bantal Alas Duduk Sofa Slim Edition - Datura,"melebihi ekspektasi sih ini. 6 cm ternyata tebal jg pas liat aslinya. bahannya tebal, kliatan glossy gtu bukan doff. jahitan rapi. resletingnya gak seret gampang dibuka....",5
Ridwan,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,Tidak ada ulasan,5
Ridwan,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Tidak ada ulasan,5
John,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,good quality ✨,5
R,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Bahannya lembut, suara buat ngatur sudut kemiringan emang bising, tapi nggak masalah. Yg penting bisa dipake dan nyaman. Terima kasih dan sukses selalu",5
T***y,Kaki meja besi / metal table leg heavy duty editions | TL17,tidak sesuai ekspektasi,3
Heni,Kaki meja besi / metal table leg heavy duty editions | TL17,produk tidak seperti yang digambar (plat besi ke meja) .....ya biasa saja seperti yang lainnya/umum.,4
P***o,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,mantaaapppp,5
Muhammad,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"barangnya bagus,kuat,rapih pengerjaannya, semoga awet,maaf berantakan fotonya",5
Hadi,Meja Hairpin Coffee Table Minimalis | MK27,"sempet ragu bentuk kardusnya ke press sana sini, tp pas d cek dalamnya ok. sesuai pesanan, hanya agak melengkung pas di pasang kaki-kaki krn sikunya agak gelombang selebi...",5
Devin,Meja kerja / belajar / komputer / laptop square edition | MSB13,"kualitas sudah oke, kokoh n presisi
, pesan lain kali tolong lebih diperhatikan untuk jadwal pengiriman thx 👍",5
A***i,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,barang bagus,5
a***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Tidak ada ulasan,1
Haposan,Eleph - Meja samping - side table natural editions,"harga oke, hanya kaki kurang kuat",5
Y***i,Meja Belajar dan Kerja Lipat Besi Minimalis Edition | MSB10,puasss,5
Aji,KOTAK KARDUS KARTON LEMBARAN 100 x 50 3mm KEMASAN SINGLE POLOS BARU,barang diterima dengan baik,5
i***n,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,"bagus, jahitan rapi, pengiriman cepat.",5
Winatra,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"gokil keren sih, masangnya gampang sama pas banget",4
Stell,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"barangnya sudah sampai. Ini pembelian kedua di toko ini, bahannya bagus, barangnya juga bagus, packagingnya aman. Sellernya juga ramah.. Terima kasih..",5
zuhry,Meja kerja / belajar / komputer / laptop square edition | MSB13,"mantap, pengiriman cepat, spek sesuai yang ditawarkan",5
B***s,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"kualitasnya lumayan, meja menurut aku masih agak tipis, y oke lah",4
R***i,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,saya beli 3 yg satu beda ukuran tinggi 🤔,1
Tejo,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Tidak ada ulasan,5
Hardonker,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,finishing mantap cuma agak goyang,5
W***u,Alas Bantal Duduk kursi / Lesehan bulat rebounded edition | PFC15,"packing, pelayanan bagus, tapi tidak untuk berat barang yg tertera di catatan produk 1 item berat 3 Kg, beli 4 item kena ongkir 12 kg jadi lebih mahal, padahal berat semu...",2
K***l,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,barang sesuai & rapih.. respon & pngiriman cpet.. sipp 👍🙏,5
panji,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,plat dengan kayu kurang rigid,3
JOE,Meja belajar tulis dan Laptop kayu minimalis - MSB11,damn,5
M,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Terimakasih Barang sdh sampai. Pengiriman cepat. respond bagus. Barang Sesuai. Semoga sukses terus ya gan..,5
R***y,Meja Belajar dan Kerja Lipat Besi Minimalis Edition | MSB10,Packing rapih namun saat di coba kaki mejanya tdk presisi sehingga meja mudah goyang..semoga bisa lebih baik lagi,4
Caroline,Meja kerja / belajar / komputer / laptop square edition | MSB13,Tidak ada ulasan,2
Rudolf,Meja Monitor minimalis Limo series | MM02,"Kalu ada bintang 4,75 . .tempelan hpl rapi tapi sayang kasi dikit lah pojokan yg tanpa sambungan itung2 pelayanan.",5
Rico,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"Barang mantap. Sesuai pajangan.
Seller mantap.
Cuma kurirnya yang lambat.
Bandung ke Bandung 3 hari.",5
Denzani,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Kualitas okelah sesuai harga, plusya desain modern minimalis.. mantap",5
Rony,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,"Kualitasnya Bagus, Nyaman, Dan Gk Cpt Panas.. Jahitannya Rapi Dan Warnanya Juga Cantik.",5
iud,kursi / bangku stool sofa kecil edition - Diprion,hhkgkhgjhfhkfhkjfhj,5
Nindi,Meja kerja / belajar / komputer / laptop square edition | MSB13,Bagus lumayan buat kerja dirumah,5
Tri,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"barang sdh sampai, tks seller",5
D***a,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"lecet dikit mungkin karena pengiriman, selebihnya baik, saya suka. packingnya double double.",5
I***s,Meja kerja / belajar / komputer / laptop square edition | MSB13,"kualitas bagus, namun lain kali buat tanda untuk kaki mejanya supaya tidak salah masuk skrupnya",4
K***l,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"barang sesuai, packaging oke, pengiriman & respon cepat.. smoga awet 👍🙏",5
M***d,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Alhamdulillah
Barang pesanan sudah diterima dalam kondisi baik
Recommended seller 👍 & good product 👌",5
Stell,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,barang sudah sampai.Bahan bagus. Enak dipakai duduk. Seller juga ramah. Maaf baru beri ulasan. Terima kasih..,5
Z***l,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,pengiriman barang cepat,5
Par,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Kualitas barang bagus..
Paket rapi ..",5
R***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"bagus banget, sukaaa",5
G***l,Meja laptop belajar dan tulis kerja kayu premium edition,Tidak ada ulasan,1
Iswahyudi,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,Tidak ada ulasan,5
R***a,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"setelah drama ukuran dan warna, akhirnya jadi juga 😂 adminnya sabar banget, makasih banyak ya kak, sukses selalu",5
Cahyadi,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,barang sesuai deskripsi pelayanan seller juga oke banget 🙏👍,5
Bambang,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"kualitas bagus, hanya sudut kemiringannya saja yg kurang pas..pengiriman sangat cepat bandung bekasi cukup 24jam sudah sampai",5
A***a,Meja Tv Minimalis Hairpin Series | MT01,"Seller (5 stars): Good response, Communicative & Informative.
Product: 5 stars for the design..3 stars for the whole table (the bolts on the table legs are not sturdy...",3
A***a,Acient stool / kursi busa kotak kayu minimalist - Anthelia,"Seller: Fast response.
Product: as described on shop page seller.",5
Tanti,Meja kerja / belajar / komputer / laptop square edition | MSB13,"pembelian sy yg ke 2. barang ok,sesuai dg deskripsi.pengiriman cepat👍👍👍juara deh",5
Martell,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Good quality, empuk juga",5
Ali,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,mantap sesuai gambar,5
K***i,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Sesuai dengan deskripsi dan bagus,5
D***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. Kerennn bngtttttt,5
W***n,Meja belajar tulis dan Laptop kayu minimalis - MSB11,kirim cepat..meja goyang harus dikasih tambahan penguat dikaki2nya... ada sedikit dent di pinggiran nya..ya sesuai harga lah ..overall aceptable,4
Adhitya,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,Nice! Kualitas barang sesuai deskripsi. Pengemasan dan pengiriman cepat menggunakan pengiriman instan. Semoga awet,5
Supplier,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,ok,5
